budget,genres,id,keywords,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime_x,title,vote_average,vote_count,year,synopsis,critic_score,people_score,total_reviews,total_ratings,type,genre,box_office_(gross_usa),runtime_y,crew
15000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",129,"[{""id"": 616, ""name"": ""witch""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2640, ""name"": ""twilight""}, {""id"": 3762, ""name"": ""darkness""}, {""id"": 3787, ""name"": ""village and town""}, {""id"": 4652, ""name"": ""bath house""}, {""id"": 4931, ""name"": ""pig""}, {""id"": 5280, ""name"": ""ghost world""}, {""id"": 6016, ""name"": ""biology""}, {""id"": 13008, ""name"": ""train""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 196509, ""name"": ""yokai""}, {""id"": 207695, ""name"": ""japanese mythology""}, {""id"": 210024, ""name"": ""anime""}]",千と千尋の神隠し,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,118.968562,"[{""name"": ""Studio Ghibli"", ""id"": 10342}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2001-07-20,274925095,125.0,Spirited Away,8.3,3840,2001,"10-year-old Chihiro (Daveigh Chase) moves with her parents to a new home in the Japanese countryside. After taking a wrong turn down a wooded path, Chihiro and her parents discover an amusement park with a stall containing an assortment of food. To her surprise, Chihiro's parents begin eating and then transform into pigs. In this supernatural realm, Chihiro encounters a host of characters and endures labor in a bathhouse for spirits, awaiting a reunion with her parents.",97,96.0,189,"250,000+",Animation,"animation, adventure, fantasy",$10.0M,125.0,"Daveigh Chase, Suzanne Pleshette, Jason Marsden, David Ogden Stiers, Lauren Holly, Michael Chiklis, John Ratzenberger, Tara Strong, Hayao Miyazaki, Hayao Miyazaki, Kirk Wise, Donald W. Ernst, Toshio Suzuki, John Lasseter, Lori Korngiebel, Yoji Takeshige, Noboru Yoshida"
18000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",2280,"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 14522, ""name"": ""co-worker""}, {""id"": 161307, ""name"": ""bronx""}, {""id"": 170710, ""name"": ""pinball machine""}, {""id"": 170711, ""name"": ""toy maker""}, {""id"": 170713, ""name"": ""duet""}, {""id"": 170715, ""name"": ""job promotion""}, {""id"": 170718, ""name"": ""homesick""}, {""id"": 170722, ""name"": ""new toy""}, {""id"": 170726, ""name"": ""quarter""}, {""id"": 170728, ""name"": ""unplugged electronic works""}, {""id"": 170729, ""name"": ""yankee stadium bronx new york city""}, {""id"": 170730, ""name"": ""walking on piano keys""}, {""id"": 170731, ""name"": ""wish fulfillment""}, {""id"": 170737, ""name"": ""bunk bed""}, {""id"": 187056, ""name"": ""woman director""}]",Big,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?",20.716023,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""American Entertainment Partners II L.P."", ""id"": 21451}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-06-03,151668774,104.0,Big,6.9,993,1988,"After a wish turns 12-year-old Josh Baskin (David Moscow) into a 30-year-old man (Tom Hanks), he heads to New York City and gets a low-level job at MacMillen Toy Company. A chance encounter with the owner (Robert Loggia) of the company leads to a promotion testing new toys. Soon a fellow employee, Susan Lawrence (Elizabeth Perkins), takes a romantic interest in Josh. However, the pressure of living as an adult begins to overwhelm him, and he longs to return to his simple, former life as a boy.",97,82.0,74,"250,000+",Comedy,"kids and family, comedy, fantasy",$113.5M,104.0,"Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard, Jared Rushton, David Moscow, Jon Lovitz, Mercedes Ruehl, Tracy Reiner, Penny Marshall, James L. Brooks, Robert Greenhut, Howard Shore, Barry Sonnenfeld, Barry Malkin, Paula Herold, Juliet Taylor, Santo Loquasto, Speed Hopkins"
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10402, ""name"": ""Music""}]",279,"[{""id"": 131, ""name"": ""italy""}, {""id"": 1233, ""name"": ""composer""}, {""id"": 2199, ""name"": ""opera""}, {""id"": 2276, ""name"": ""talent""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 9649, ""name"": ""god""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 18267, ""name"": ""vienna austria""}, {""id"": 155624, ""name"": ""envy""}, {""id"": 160279, ""name"": ""18th century""}]",Amadeus,"The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum.",31.82675,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-10-26,51973029,160.0,Amadeus,7.8,1076,1984,"Wolfgang Amadeus Mozart (Tom Hulce) is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri (F. Murray Abraham). Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.",93,95.0,100,"100,000+",Musical & Performing Arts,"drama, history, biography",,158.0,"F. Murray Abraham, Tom Hulce, Jeffrey Jones, Elizabeth Berridge, Simon Callow, Roy Dotrice, Christine Ebersole, Charles Kay, Kenny Baker, Lisabeth Bartlett, Milos Forman, Peter Shaffer, Michael Hausman, Bertil Ohlsson, Saul Zaentz, Miroslav Ondrícek, Nena Danevic, Patrizia von Brandenstein"
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",43959,"[{""id"": 271, ""name"": ""competition""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2988, ""name"": ""shark attack""}, {""id"": 5349, ""name"": ""surfing""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",Soul Surfer,"Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.",19.234672,"[{""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Brookwell-McNamara Entertainment"", ""id"": 3235}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""Affirm Films"", ""id"": 10156}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-04-08,47088990,106.0,Soul Surfer,6.9,342,2011,"A natural talent in the sport of surfing, teenager Bethany Hamilton (AnnaSophia Robb) loses an arm in a shark attack. Bolstered by the love of her parents (Helen Hunt, Dennis Quaid) and refusing to give up, she plans to return to competition, although questions about her future continue to trouble her. Upon seeing the devastation in Thailand caused by the 2004 tsunami, Bethany discovers a greater purpose: to make a difference in the lives of others.",45,75.0,106,"25,000+",Sports & Fitness,drama,$43.9M,106.0,"AnnaSophia Robb, Helen Hunt, Dennis Quaid, Lorraine Nicholson, Carrie Underwood, Sonya Balmores, Kevin Sorbo, Ross Thomas, Cody Gomes, Arlene Newman-Van Asperen, Sean McNamara, Sean McNamara, Deborah Schwartz, Douglas Schwartz, Michael Berk, David Zelon, Douglas Schwartz, Dutch Hofstetter, David Brookwell, Sean McNamara"
18500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",679,"[{""id"": 803, ""name"": ""android""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2345, ""name"": ""spaceman""}, {""id"": 3385, ""name"": ""cryogenics""}, {""id"": 3387, ""name"": ""vacuum""}, {""id"": 3388, ""name"": ""space colony""}, {""id"": 3389, ""name"": ""warrior woman""}, {""id"": 3591, ""name"": ""settler""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4090, ""name"": ""colony""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 226177, ""name"": ""xenomorph""}]",Aliens,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",67.66094,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""SLM Production Group"", ""id"": 396}, {""name"": ""Brandywine Productions"", ""id"": 19747}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-07-18,183316455,137.0,Aliens,7.7,3220,1986,"After floating in space for 57 years, Lt. Ripley's (Sigourney Weaver) shuttle is found by a deep space salvage team. Upon arriving at LV-426, the marines find only one survivor, a nine year old girl named Newt (Carrie Henn). But even these battle-hardened marines with all the latest weaponry are no match for the hundreds of aliens that have invaded the colony.",97,94.0,76,"250,000+",Action & Adventure,"action, horror, sci fi",$77.6M,137.0,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser, Lance Henriksen, Bill Paxton, William Hope, Jenette Goldstein, Al Matthews, Mark Rolston, James Cameron, James Cameron, David Giler, Gordon Carroll, David Giler, Gale Anne Hurd, James Horner, Adrian Biddle, Ray Lovejoy, Peter Lamont"
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",11113,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 4485, ""name"": ""flower girl""}, {""id"": 10786, ""name"": ""colonel""}, {""id"": 11411, ""name"": ""wager""}, {""id"": 11707, ""name"": ""suitor""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 18015, ""name"": ""tutor""}, {""id"": 155697, ""name"": ""aristocrat""}, {""id"": 165278, ""name"": ""linguist""}, {""id"": 165279, ""name"": ""street""}, {""id"": 165282, ""name"": ""high society""}, {""id"": 165288, ""name"": ""misogynist""}, {""id"": 165290, ""name"": ""guttersnipe""}, {""id"": 165299, ""name"": ""class prejudice""}, {""id"": 165301, ""name"": ""opposites attract""}]",My Fair Lady,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,20.786616,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1964-10-21,72070731,170.0,My Fair Lady,7.4,352,1964,"In this beloved musical, pompous phonetics professor Henry Higgins (Rex Harrison) is so sure of his abilities that he takes it upon himself to transform a Cockney working-class girl into someone who can pass for a cultured member of high society. His subject turns out to be the lovely Eliza Doolittle (Audrey Hepburn), who agrees to speech lessons to improve her job prospects. Higgins and Eliza clash, then form an unlikely bond -- one that is threatened by an aristocratic suitor (Jeremy Brett).",95,90.0,58,"100,000+",Kids & Family,musical,$447.6K,170.0,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White, Gladys Cooper, Jeremy Brett, Theodore Bikel, Isobel Elsom, Mona Washbourne, John Alderson, George Cukor, Alan Jay Lerner, James C. Katz, Jack L. Warner, Frederick Loewe, William H. Ziegler, Cecil Beaton, Gene Allen, George James Hopkins"
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9675,"[{""id"": 387, ""name"": ""california""}, {""id"": 2702, ""name"": ""golf""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 6563, ""name"": ""wine""}, {""id"": 8070, ""name"": ""stag night""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 13028, ""name"": ""writer""}]",Sideways,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",23.425431,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Michael London Productions"", ""id"": 1187}, {""name"": ""Sideways Productions Inc."", ""id"": 12157}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-10-22,109502303,126.0,Sideways,6.9,478,2004,"Struggling writer and wine enthusiast Miles (Paul Giamatti) takes his engaged friend, Jack (Thomas Haden Church), on a trip to wine country for a last single-guy bonding experience. While Miles wants to relax and enjoy the wine, Jack is in search of a fling before his wedding. Soon Jack is sleeping with Stephanie (Sandra Oh), while her friend Maya (Virginia Madsen) connects with Miles. When Miles lets slip that Jack is getting married, both women are furious, sending the trip into disarray.",97,79.0,233,"100,000+",Comedy,"comedy, drama",$71.5M,126.0,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh, Marylouise Burke, Jessica Hecht, Missy Doty, M.C. Gainey, Alex Kalognomos, Alexander Payne, Alexander Payne, Michael London, George Parra, Rolfe Kent, Phedon Papamichael, Kevin Tent, Jane Ann Stewart"
17500000,"[{""id"": 35, ""name"": ""Comedy""}]",9988,"[{""id"": 74, ""name"": ""germany""}, {""id"": 271, ""name"": ""competition""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 4552, ""name"": ""beer""}, {""id"": 8971, ""name"": ""oktoberfest""}]",Beerfest,"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.",14.304444,"[{""name"": ""Broken Lizard Industries"", ""id"": 2773}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-25,19179969,110.0,Beerfest,5.8,172,2006,"Two brothers (Erik Stolhanske, Paul Soter) from America happen upon a secret and centuries-old beer-games competition during a visit to Germany's Oktoberfest. After losing badly, they return to America, assemble an impressive team of brew-lovers and return to Germany for a rematch.",41,75.0,108,"100,000+",Sports & Fitness,comedy,$19.2M,110.0,"Jay Chandrasekhar, Kevin Heffernan, Erik Stolhanske, Paul Soter, Steve Lemme, Jurgen Prochnow, Cloris Leachman, Will Forte, Mo'Nique, Ralf Moeller, Jay Chandrasekhar, Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske, Frank DeMarco, Lee Haxall, Clark Hunter, Bill Gerber"
300000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",948,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 2604, ""name"": ""babysitter""}, {""id"": 3335, ""name"": ""halloween""}, {""id"": 6149, ""name"": ""police""}, {""id"": 10024, ""name"": ""psychopathic killer""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10333, ""name"": ""stalking""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 11040, ""name"": ""masked killer""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 11488, ""name"": ""pot smoking""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 13112, ""name"": ""murderer""}, {""id"": 14698, ""name"": ""throat slitting""}, {""id"": 14805, ""name"": ""maniac""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 17987, ""name"": ""killing spree""}, {""id"": 18035, ""name"": ""family""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 157701, ""name"": ""psychotic""}, {""id"": 174424, ""name"": ""smoking pot""}, {""id"": 198914, ""name"": ""institution""}, {""id"": 207159, ""name"": ""escaped killer""}]",Halloween,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",30.301307,"[{""name"": ""Compass International Pictures"", ""id"": 14323}, {""name"": ""Falcon International Productions"", ""id"": 22814}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1978-10-25,70000000,91.0,Halloween,7.4,1035,1978,"On a cold Halloween night in 1963, six year old Michael Myers brutally murdered his 17-year-old sister, Judith. He was sentenced and locked away for 15 years. But on October 30, 1978, while being transferred for a court date, a 21-year-old Michael Myers steals a car and escapes Smith's Grove. He returns to his quiet hometown of Haddonfield, Illinois, where he looks for his next victims.",96,89.0,72,"250,000+",Horror,"mystery and thriller, horror, other",$47.5M,91.0,"Donald Pleasence, Jamie Lee Curtis, Nancy Loomis, P.J. Soles, Charles Cyphers, Brian Andrews, Arthur Malet, John Carpenter, Debra Hill, John Carpenter, Debra Hill, John Carpenter, Moustapha Akkad, Irwin Yablans, Kool Lusby, John Carpenter, John Carpenter"
40000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",1491,"[{""id"": 2343, ""name"": ""magic""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 18267, ""name"": ""vienna austria""}, {""id"": 169456, ""name"": ""crown prince""}, {""id"": 176857, ""name"": ""duchess""}, {""id"": 188989, ""name"": ""supernatural power""}, {""id"": 209157, ""name"": ""childhood sweetheart""}, {""id"": 233055, ""name"": ""vienna""}]",The Illusionist,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",36.960953,"[{""name"": ""Michael London Productions"", ""id"": 1187}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Bob Yari Productions"", ""id"": 12260}, {""name"": ""Bull's Eye Entertainment"", ""id"": 25432}, {""name"": ""Contagious Entertainment"", ""id"": 52740}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-18,86915017,110.0,The Illusionist,7.1,1615,2006,"Magic tricks can't compete with rock 'n' roll in the 1950s, so a French illusionist (Jean-Claude Donda) finds himself touring Scotland's shabby pubs and run-down restaurants. But things brighten for him when he meets Alice (Eilidh Rankin), a girl who believes his powers are real. Together they travel to Edinburgh for a performance, but he doesn't have the heart to reveal that his feats are merely tricks, and risks financial ruin by giving her gifts supplied by his ""magic.""",90,79.0,134,"10,000+",Animation,"drama, animation",$2.2M,90.0,"Jean-Claude Donda, Eilidh Rankin, Duncan MacNeil, Raymond Mearns, James T. Muir, Tom Urie, Sylvain Chomet, Sylvain Chomet, Sally Chomet, Bob Last"
16500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4584,"[{""id"": 420, ""name"": ""bowling""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 964, ""name"": ""servant""}, {""id"": 2755, ""name"": ""country life""}, {""id"": 7564, ""name"": ""jane austen""}, {""id"": 10911, ""name"": ""inheritance""}, {""id"": 11109, ""name"": ""military officer""}, {""id"": 15060, ""name"": ""period drama""}, {""id"": 156507, ""name"": ""rainstorm""}, {""id"": 156510, ""name"": ""horse and carriage""}, {""id"": 156512, ""name"": ""decorum""}]",Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",20.898711,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mirage Enterprises"", ""id"": 932}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-12-13,135000000,136.0,Sense and Sensibility,7.2,352,1995,"When Elinor Dashwood's (Emma Thompson) father dies, her family's finances are crippled. After the Dashwoods move to a cottage in Devonshire, Elinor's sister Marianne (Kate Winslet) is torn between the handsome John Willoughby (Greg Wise) and the older Colonel Brandon (Alan Rickman). Meanwhile, Elinor's romantic hopes with Edward Ferrars (Hugh Grant) are hindered due to his prior engagement. Both Elinor and Marianne strive for love while the circumstances in their lives constantly change.",97,90.0,64,"100,000+",Romance,"drama, romance, comedy",$42.0M,135.0,"Emma Thompson, Alan Rickman, Kate Winslet, Hugh Grant, James Fleet, Harriet Walter, Gemma Jones, Elizabeth Spriggs, Robert Hardy, Greg Wise, Ang Lee, Jane Austen, Emma Thompson, Sydney Pollack, Lindsay Doran, Patrick Doyle, Michael Coulter, Tim Squyres, Michelle Guish, Luciana Arrighi"
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",74643,"[{""id"": 887, ""name"": ""film producer""}, {""id"": 6966, ""name"": ""film history""}, {""id"": 10732, ""name"": ""movie studio""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 41390, ""name"": ""mustache""}, {""id"": 154800, ""name"": ""hollywoodland""}, {""id"": 154802, ""name"": ""silent film""}, {""id"": 154806, ""name"": ""marquee""}, {""id"": 158225, ""name"": ""terrier""}, {""id"": 162262, ""name"": ""movie star""}, {""id"": 164641, ""name"": ""flapper""}, {""id"": 188647, ""name"": ""silent film star""}]",The Artist,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",29.943316,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""La Petite Reine"", ""id"": 1992}, {""name"": ""Studio 37"", ""id"": 2577}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Jouror Productions"", ""id"": 12391}, {""name"": ""La Classe Am\u00e9ricaine"", ""id"": 50630}, {""name"": ""JD Prod"", ""id"": 71510}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2011-05-15,133432856,100.0,The Artist,7.3,1049,2011,"In the 1920s, actor George Valentin (Jean Dujardin) is a bona fide matinee idol with many adoring fans. While working on his latest film, George finds himself falling in love with an ingenue named Peppy Miller (Bérénice Bejo) and, what's more, it seems Peppy feels the same way. But George is reluctant to cheat on his wife with the beautiful young actress. The growing popularity of sound in movies further separates the potential lovers, as George's career begins to fade while Peppy's star rises.",95,87.0,319,"50,000+",Comedy,"drama, romance",$44.7M,100.0,"Jean Dujardin, John Goodman, James Cromwell, Penelope Ann Miller, Missi Pyle, Beth Grant, Ed Lauter, Joel Murray, Elizabeth Tulloch, Michel Hazanavicius, Michel Hazanavicius, Daniel Delume, Antoine De Cazotte, Richard Middleton, Thomas Langmann, Guillaume Schiffman, Michel Hazanavicius"
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",83666,"[{""id"": 41393, ""name"": ""new england""}, {""id"": 157303, ""name"": ""first love""}, {""id"": 159869, ""name"": ""eye patch""}, {""id"": 169962, ""name"": ""search party""}, {""id"": 169964, ""name"": ""devastation""}, {""id"": 169965, ""name"": ""pen pal""}, {""id"": 169967, ""name"": ""handkerchief""}, {""id"": 169970, ""name"": ""child smoking""}, {""id"": 169977, ""name"": ""small town sheriff""}, {""id"": 169978, ""name"": ""the color red""}, {""id"": 169981, ""name"": ""the color blue""}, {""id"": 169990, ""name"": ""boy scouts""}, {""id"": 169991, ""name"": ""sand dancing""}, {""id"": 169993, ""name"": ""meet cute""}, {""id"": 169995, ""name"": ""boy scouts leader""}, {""id"": 174316, ""name"": ""pipe smoking""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",Moonrise Kingdom,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",41.083914,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""American Empirical Pictures"", ""id"": 23449}, {""name"": ""Moonrise"", ""id"": 25626}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-05-16,68263166,94.0,Moonrise Kingdom,7.6,1662,2012,"The year is 1965, and the residents of New Penzance, an island off the coast of New England, inhabit a community that seems untouched by some of the bad things going on in the rest of the world. Twelve-year-olds Sam (Jared Gilman) and Suzy (Kara Hayward) have fallen in love and decide to run away. But a violent storm is approaching the island, forcing a group of quirky adults (Bruce Willis, Edward Norton, Bill Murray) to mobilize a search party and find the youths before calamity strikes.",93,86.0,263,"100,000+",Comedy,"comedy, drama, romance",$45.5M,94.0,"Bruce Willis, Edward Norton, Bill Murray, Frances McDormand, Tilda Swinton, Jared Gilman, Kara Hayward, Bob Balaban, Lucas Hedges, Charlie Kilgore, Wes Anderson, Wes Anderson, Roman Coppola, Wes Anderson, Scott Rudin, Steven Rales, Jeremy Dawson, Sam Hoffman, Mark Roybal, Robert Yeoman"
