budget,genres,id,keywords,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime_x,title,vote_average,vote_count,year,synopsis,critic_score,people_score,total_reviews,total_ratings,type,genre,box_office_(gross_usa),runtime_y,crew
45000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",7443,"[{""id"": 2479, ""name"": ""chicken""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 185521, ""name"": ""chicken farm""}, {""id"": 185522, ""name"": ""pie machine""}]",Chicken Run,"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Rocky the american rooster and Ginger the chicken decide to rebel against the evil Mr. and Mrs. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom.",31.789029,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Aardman Animations"", ""id"": 297}, {""name"": ""DreamWorks Animation"", ""id"": 521}, {""name"": ""Path\u00e9"", ""id"": 7981}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2000-06-21,224834564,84.0,Chicken Run,6.5,1150,2000,"This engaging stop-motion, claymation adventure tells the story of an American rooster who falls in love with a gorgeous hen on a British farm. The couple decides to run away from the farm, but they must first contend with the evil farmer who is intent on keeping them under her control. The chickens decide to attempt an escape so they don't get turned into chicken pot pies.",97,65.0,172,"250,000+",Action & Adventure,"kids and family, comedy, adventure, animation",,85.0,"Mel Gibson, Julia Sawalha, Miranda Richardson, Jane Horrocks, Lynn Ferguson, Imelda Staunton, Benjamin Whitrow, Tony Haygarth, Timothy Spall, Phil Daniels, Peter Lord, Nick Park, Karey Kirkpatrick, Jake Eberts, Jeffrey Katzenberg, Harry Gregson-Williams, Dave Alex Riddett, Tristan Oliver"
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2749,"[{""id"": 242, ""name"": ""new york""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 378, ""name"": ""prison""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 570, ""name"": ""rape""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 657, ""name"": ""fire""}, {""id"": 703, ""name"": ""detective""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1591, ""name"": ""ex-detainee""}, {""id"": 2013, ""name"": ""attempted murder""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 3023, ""name"": ""eastern europe""}, {""id"": 4697, ""name"": ""video""}, {""id"": 4728, ""name"": ""knife""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10561, ""name"": ""video camera""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10688, ""name"": ""breast""}, {""id"": 10877, ""name"": ""dead body""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 11325, ""name"": ""shot to death""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 13073, ""name"": ""fear""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14778, ""name"": ""urination""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 15167, ""name"": ""police detective""}, {""id"": 34079, ""name"": ""death""}, {""id"": 40879, ""name"": ""drunk""}, {""id"": 156022, ""name"": ""nypd""}, {""id"": 162502, ""name"": ""news report""}, {""id"": 163656, ""name"": ""gun violence""}, {""id"": 166512, ""name"": ""graveyard""}, {""id"": 211703, ""name"": ""death of boyfriend""}]",15 Minutes,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",15.205371,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Industry Entertainment"", ""id"": 376}, {""name"": ""Tribeca Productions"", ""id"": 11391}, {""name"": ""New Redemption Pictures"", ""id"": 67171}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-03-01,56359980,120.0,15 Minutes,5.7,191,2001,"At the center of ""15 Minutes"" is a New York City double murder that must be solved. But the fast-paced story isn't so much about figuring out the truth of the murder, as following who controls that truth. This is the thriller as seen through an eye-popping new lens -- that of the media's hunt for shocking imagery, no matter the cost. In ""15 Minutes,"" as the cops chase the murderers, the media chases the cops, and the whole thing fuels an escalating firestorm.",32,37.0,125,"50,000+",Television,mystery and thriller,$24.4M,120.0,"Robert De Niro, Edward Burns, Kelsey Grammer, Avery Brooks, Melina Kanakaredes, Karel Roden, Oleg Taktarov, Vera Farmiga, John DiResta, James Handy, John Herzfeld, John Herzfeld, Nick Wechsler, Keith Addis, David Blocker, John Herzfeld, Claire Rudnick Polstein, Mayne Schuyler Berke, Steven Cohen"
42000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 53, ""name"": ""Thriller""}]",46528,"[{""id"": 782, ""name"": ""assassin""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 11058, ""name"": ""super speed""}, {""id"": 11541, ""name"": ""surprise ending""}]",The Warrior's Way,"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush.",7.349497,"[{""name"": ""Boram Entertainment Inc."", ""id"": 2965}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",2010-12-02,11087569,100.0,The Warrior's Way,6.3,136,2010,"Refusing to kill an infant from an enemy clan, master swordsman Yang (Jang Dong Gun) takes the child and flees to an American frontier town. He puts away his sword for good, vowing to raise the baby in peace. Yang befriends Lynne, a woman who wants revenge against a colonel, the man who murdered her family. When the colonel returns to wreak havoc on the town, Yang draws his sword to protect his new friends, but the sound of fighting draws Yang's murderous clansmen into the fray as well.",31,47.0,42,"25,000+",Western,"western, action, fantasy, sports and fitness",$5.7M,100.0,"Jang Dong Gun, Geoffrey Rush, Kate Bosworth, Danny Huston, Tony Cox, Ti Lung, Sngmoo Lee, Sngmoo Lee, Barrie M. Osborne, Michael Peyser, Tim White, Eui Hong, Seung Jae Tcha, Nansun Shi, Satoru Iseki"
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",11287,"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 159201, ""name"": ""baseball player""}, {""id"": 163097, ""name"": ""female athlete""}, {""id"": 168316, ""name"": ""home front""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 207883, ""name"": ""1940s""}]",A League of Their Own,"Small-town sisters Dottie and Kit join an all-female baseball league formed after World War II brings pro baseball to a standstill. When their team hits the road with its drunken coach, the siblings find troubles and triumphs on and off the field.",21.661028,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Parkway Productions"", ""id"": 1350}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-07-01,107458785,128.0,A League of Their Own,6.7,354,1992,"As America's stock of athletic young men is depleted during World War II, a professional all-female baseball league springs up in the Midwest, funded by publicity-hungry candy maker Walter Harvey (Garry Marshall). Competitive sisters Dottie Hinson (Geena Davis) and Kit Keller (Lori Petty) spar with each other, scout Ernie Capadino (Jon Lovitz) and grumpy has-been coach Jimmy Dugan (Tom Hanks) on their way to fame. Madonna and Rosie O'Donnell co-star as two of the sisters' teammates.",78,84.0,69,"250,000+",Sports & Fitness,"comedy, drama",$105.1M,126.0,"Tom Hanks, Geena Davis, Madonna, Lori Petty, Jon Lovitz, David Strathairn, Garry Marshall, Megan Cavanaugh, Rosie O'Donnell, Renée Coleman, Penny Marshall, Kelly Candaele, Lowell Ganz, Babaloo Mandel, Robert Greenhut, Elliot Abbott, Penny Marshall, Carole King, Miroslav Ondrícek"
40000000,"[{""id"": 18, ""name"": ""Drama""}]",37799,"[{""id"": 2157, ""name"": ""hacker""}, {""id"": 12361, ""name"": ""hacking""}, {""id"": 162749, ""name"": ""creator""}, {""id"": 170209, ""name"": ""frat party""}, {""id"": 171063, ""name"": ""social network""}, {""id"": 171065, ""name"": ""deposition""}, {""id"": 171067, ""name"": ""intellectual property""}, {""id"": 171068, ""name"": ""entrepreneur""}, {""id"": 171070, ""name"": ""arrogance""}, {""id"": 220076, ""name"": ""young entrepreneur""}, {""id"": 220831, ""name"": ""facebook""}]",The Social Network,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",69.27822,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-30,224920315,120.0,The Social Network,7.1,3391,2010,"In 2003, Harvard undergrad and computer genius Mark Zuckerberg (Jesse Eisenberg) begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, he is one of the youngest billionaires ever, but Zuckerberg finds that his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend (Andrew Garfield). Based on the book ""The Accidental Billionaires.""",96,86.0,326,"100,000+",Drama,"drama, biography",$96.9M,120.0,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella, Josh Pence, Brenda Song, Rashida Jones, John Getz, David Selby, David Fincher, Aaron Sorkin, Scott Rudin, Dana Brunetti, Michael De Luca, Ceán Chaffin, Kevin Spacey, Jeff Cronenweth, Donald Graham Burt, Angus Wall"
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",6114,"[{""id"": 596, ""name"": ""adultery""}, {""id"": 2158, ""name"": ""maze""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 155301, ""name"": ""rough sex""}, {""id"": 156112, ""name"": ""wake""}, {""id"": 160292, ""name"": ""religious conflict""}, {""id"": 169618, ""name"": ""bestiality""}, {""id"": 169620, ""name"": ""correspondence""}, {""id"": 169621, ""name"": ""vampire sex""}, {""id"": 169626, ""name"": ""autonomous shadow""}, {""id"": 225470, ""name"": ""vlad""}, {""id"": 231407, ""name"": ""fang vamp""}]",Dracula,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker -- the spitting image of Dracula's long-dead wife, Elisabeta -- obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",45.022964,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Osiris Films"", ""id"": 2019}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-11-13,215862692,128.0,Dracula,7.1,1056,1992,"The dashing, mysterious Count Dracula (Bela Lugosi), after hypnotizing a British soldier, Renfield (Dwight Frye), into his mindless slave, travels to London and takes up residence in an old castle. Soon Dracula begins to wreak havoc, sucking the blood of young women and turning them into vampires. When he sets his sights on Mina (Helen Chandler), the daughter of a prominent doctor, vampire-hunter Van Helsing (Edward Van Sloan) is enlisted to put a stop to the count's never-ending bloodlust.",94,81.0,47,"25,000+",Horror,horror,,75.0,"Bela Lugosi, Edward Van Sloan, Dwight Frye, David Manners, Herbert Bunston, Frances Dade, Helen Chandler, Charles K. Gerrard, Tod Browning, John L. Balderston, Garrett Fort, Dudley Murphy, Bram Stoker, Tod Browning, Carl Laemmle Jr., Philip Glass, Karl Freund, Milton Carruth"
40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",296098,"[{""id"": 470, ""name"": ""spy""}, {""id"": 591, ""name"": ""cia""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2111, ""name"": ""soviet union""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 14638, ""name"": ""american""}]",Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",48.445978,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2015-10-15,165478348,141.0,Bridge of Spies,7.2,2583,2015,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan (Tom Hanks), recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel (Mark Rylance), the convicted spy who Donovan defended in court.",90,87.0,309,"50,000+",Mystery & Suspense,"mystery and thriller, drama, history",$72.3M,141.0,"Tom Hanks, Mark Rylance, Alan Alda, Amy Ryan, Eve Hewson, Peter McRobbie, Billy Magnussen, Austin Stowell, Domenick Lombardozzi, Michael Gaston, Steven Spielberg, Matt Charman, Ethan Coen, Joel Coen, Steven Spielberg, Marc Platt, Kristie Macosko Krieger, Adam Somner, Daniel Lupi, Jeff Skoll"
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",188161,"[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 154846, ""name"": ""farmer""}, {""id"": 155573, ""name"": ""wild west""}, {""id"": 215404, ""name"": ""laxative""}]",A Million Ways to Die in the West,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",32.808675,"[{""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Fuzzy Door Productions"", ""id"": 8789}, {""name"": ""Bluegrass Films"", ""id"": 27451}, {""name"": ""RGB Media"", ""id"": 31470}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-22,0,116.0,A Million Ways to Die in the West,5.8,1468,2014,"Mild-mannered sheep farmer Albert Stark (Seth MacFarlane) feels certain that the Western frontier is trying to kill him, then he loses his girlfriend, Louise (Amanda Seyfried), to the town's most successful businessman. However, a beautiful, pistol-packing woman named Anna (Charlize Theron) rides into town and helps Albert find his inner courage. Then Stark must put his newfound bravery to the test when Anna's outlaw husband arrives with plans to plant him in an unmarked grave.",33,41.0,211,"50,000+",Western,"comedy, western",$42.6M,115.0,"Seth MacFarlane, Charlize Theron, Amanda Seyfried, Liam Neeson, Giovanni Ribisi, Neil Patrick Harris, Sarah Silverman, Christopher Hagen, Wes Studi, Matt Clark, Seth MacFarlane, Seth MacFarlane, Alec Sulkin, Wellesley Wild, Scott Stuber, Seth MacFarlane, Jason Clark, Alec Sulkin, Wellesley Wild"
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10315,"[{""id"": 2527, ""name"": ""fox""}, {""id"": 3352, ""name"": ""tree""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11330, ""name"": ""cider""}, {""id"": 11331, ""name"": ""tale""}, {""id"": 11332, ""name"": ""farm life""}]",Fantastic Mr. Fox,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",41.258956,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""American Empirical Pictures"", ""id"": 23449}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-23,46471023,87.0,Fantastic Mr. Fox,7.5,1176,2009,"After 12 years of bucolic bliss, Mr. Fox (George Clooney) breaks a promise to his wife (Meryl Streep) and raids the farms of their human neighbors, Boggis, Bunce and Bean. Giving in to his animal instincts endangers not only his marriage but also the lives of his family and their animal friends. When the farmers force Mr. Fox and company deep underground, he has to resort to his natural craftiness to rise above the opposition.",93,85.0,243,"100,000+",Animation,"kids and family, comedy, adventure, animation",$21.0M,88.0,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Wally Wolodarsky, Eric Anderson, Michael Gambon, Willem Dafoe, Owen Wilson, Jarvis Cocker, Wes Anderson, Wes Anderson, Noah Baumbach, Wes Anderson, Scott Rudin, Allison Abbate, Jeremy Dawson, Steven Rales, Arnon Milchan, Mark Gustafson"
39200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",110415,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 714, ""name"": ""child labour""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1501, ""name"": ""allegory""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4655, ""name"": ""hijacking of train""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 9862, ""name"": ""dam""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 13008, ""name"": ""train""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 162845, ""name"": ""revolt""}, {""id"": 178993, ""name"": ""duplicity""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 192311, ""name"": ""social class""}, {""id"": 208085, ""name"": ""population control""}, {""id"": 213921, ""name"": ""perpetual winter""}, {""id"": 213987, ""name"": ""city ruin""}]",Snowpiercer,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",64.238688,"[{""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Opus Pictures"", ""id"": 7270}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""SnowPiercer"", ""id"": 21122}, {""name"": ""Moho Film"", ""id"": 34725}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-01,86758912,126.0,Snowpiercer,6.7,2854,2013,A post-apocalyptic ice age forces humanity's last survivors aboard a globe-spanning supertrain. One man (Chris Evans) will risk everything to lead a revolt for control of the engine and the future of the world.,94,72.0,255,"50,000+",Science Fiction & Fantasy,"mystery and thriller, sci fi, action",$4.6M,125.0,"Chris Evans, Song Kang-ho, Tilda Swinton, Jamie Bell, Octavia Spencer, John Hurt, Ed Harris, Ewen Bremner, Ko Asung, Alison Pill, Bong Joon-ho, Bong Joon-ho, Kelly Masterson, Jeong Tae-seong, Steven Nam, Park Chan-wook, Lee Tae-hun, Miky Lee, Hong Gyeong pyo"
39000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",62214,"[{""id"": 367, ""name"": ""shyness""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 13038, ""name"": ""retro""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 157164, ""name"": ""animal death""}, {""id"": 158395, ""name"": ""animal lover""}]",Frankenweenie,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",27.908783,"[{""name"": ""Tim Burton Productions"", ""id"": 8601}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-10-04,35287788,87.0,Frankenweenie,6.6,932,2012,"Young Victor Frankenstein (Charlie Tahan) is a science nerd and outsider at school, but he does have one good friend: his dog, Sparky. But then, tragedy strikes, and Sparky shuffles off this mortal coil. Victor is heartbroken, but his science teacher (Martin Landau) gives him an idea of how to jolt old Sparky back to life. The experiment is successful, and all goes well, until Victor's fellow students steal his secret and use it to resurrect other dead animals -- with monstrous consequences.",87,70.0,222,"50,000+",Animation,"kids and family, comedy, animation",,87.0,"Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan, Atticus Shaffer, Winona Ryder, Robert Capron, Conchata Ferrell, James Hiroyuki Liao, Tom Kenny, Tim Burton, John August, Tim Burton, Allison Abbate, Don Hahn, Peter Sorg, Chris Lebenzon, Danny Elfman, Rick Heinrichs"
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",64807,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 172971, ""name"": ""elderly""}, {""id"": 218099, ""name"": ""elderly man""}]",Grudge Match,A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.,21.362949,"[{""name"": ""Gerber Pictures"", ""id"": 975}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-25,44907260,113.0,Grudge Match,6.0,433,2013,"Pittsburgh boxers Billy ""The Kid"" McDonnen (Robert De Niro) and Henry ""Razor"" Sharp (Sylvester Stallone) shared a fierce rivalry back in the 1980s. Each had scored a victory in two matches, but on the eve of their decisive third bout, Henry suddenly announced his retirement, effectively ending both boxers' careers. Thirty years later, boxing promoter Dante Slate Jr. (Kevin Hart) makes Billy and Henry an offer they can't refuse: Return to the ring and settle the score once and for all.",31,46.0,144,"25,000+",Sports & Fitness,comedy,$29.8M,113.0,"Robert De Niro, Sylvester Stallone, Kevin Hart, Kim Basinger, Alan Arkin, Jon Bernthal, Camden Gray, LL Cool J, Carrie Lazar, Todd Truley, Peter Segal, Rodney Rothman, Bill Gerber, Mark Steven Johnson, Michael Ewing, Peter Segal, Jane Rosenthal, Kevin King Templeton"
50000000,"[{""id"": 18, ""name"": ""Drama""}]",10400,"[{""id"": 378, ""name"": ""prison""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 4487, ""name"": ""boxing match""}, {""id"": 5402, ""name"": ""boxing school""}, {""id"": 5565, ""name"": ""biography""}]",The Hurricane,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",20.825781,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Beacon Communications"", ""id"": 919}, {""name"": ""Azoff Entertainment"", ""id"": 10619}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-09-17,73956241,146.0,The Hurricane,7.2,396,1999,"Denzel Washington is Rubin ""Hurricane"" Carter, a man whose dreams of winning the middleweight boxing title were destroyed when he was arrested along with another man for the murders of 3 people in a New Jersey bar. Wrongfully accused, Carter and John Artis were sentenced to 3 life terms in prison.",83,87.0,114,"50,000+",Sports & Fitness,drama,$50.7M,146.0,"Denzel Washington, Vicellous Reon Shannon, Deborah Kara Unger, Liev Schreiber, John Hannah, Dan Hedaya, Debbi Morgan, Clancy Brown, David Paymer, Harris Yulin, Norman Jewison, Rubin ""Hurricane"" Carter, Sam Chaiton, Terry Swinton, Armyan Bernstein, Dan Gordon, Marc Abraham, Irving Azoff, Armyan Bernstein, Suzann Ellis"
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]",13503,"[{""id"": 3508, ""name"": ""underwear""}, {""id"": 4809, ""name"": ""tiger""}, {""id"": 6984, ""name"": ""racial segregation""}]",Texas Rangers,"Ten years after the Civil War has ended, the Governor of Texas asks Leander McNelly (McDermott) to form a company of Rangers to help uphold the law along the Mexican border. With a few veterans of the war (Patrick, Travis), most of the recruits are young men (Van Der Beek, Kutcher, Raymond) who have little or no experience with guns or policing crime.",5.641978,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-11-30,0,110.0,Texas Rangers,5.4,19,2001,"Texas, 1875. In a land without justice, where chaos reigns, one legendary man, Leander McNelly (Dylan McDermott), is chosen to lead a group of unlikely heroes. These young men, out-manned and out-gunned, must battle an army of renegade outlaws led by the ruthless John King Fisher (Alfred Molina). Sworn to protect the innocent and the women they love (Rachael Leigh Cook), (Leonor Varela), the Rangers risk their lives to put the wrong things right in their beloved homeland.",2,29.0,51,"5,000+",Western,"western, adventure",$623.4K,90.0,"James Van Der Beek, Dylan McDermott, Usher Raymond, Ashton Kutcher, Robert Patrick, Rachael Leigh Cook, Leonor Varela, Randy Travis, Jon Abrahams, Matt Keeslar, Steve Miner, Scott Busby, Martin Copeland, Alan Greisman, Frank Price, Bob Weinstein, Harvey Weinstein, Cary Granat, Larry Levinson, Daryn Okada"
